"PID","WEIGHT","cond","order_responses","val_1","val_2","val_3","val_4","val_5","top_value_num","top_value_char","response_cond1","response_cond2","response_cond3","order_dvs_first","order_dvs_second","order_dvs_third","order_dvs_fourth","order_dvs_fifth","antiest_1","antiest_2","antiest_3","antiest_4","ampride","trustgov","demsatis","radchange","vote_bin","vote_who","vote_whoelse","PartyID7","PartyID5","IDEO","RELIG","RELIG_OE","ATTEND","STARTDT","ENDDT","duration","SURV_MODE","SURV_LANG","Device","GENDER","AGE","AGE4","AGE7","RACETHNICITY","EDUC5","MARITAL","EMPLOY","INCOME","INCOME4","INCOME9","STATE","REGION4","REGION9","METRO","INTERNET","HOUSING","HOME_TYPE","PHONESERVICE","HHSIZE","HH01","HH25","HH612","HH1317","HH18OV","response","antiest_4R","distrust","antiest","discontent","exclude"
4129,1.4102422,"ctrl",1,"Freedom","Independence","Owning land","Open spaces","Democracy",1,"Freedom",NA,NA,"Having the ability to choose things for yourself and your family. Not having the government choose for you","radchange","antiest","trustgov","ampride","demsatis",7,6,2,3,3,4,2,6,"vote","harris",NA,3,2,1,9,NA,1,"11/22/2024 15:57","11/27/2024 10:57",8,2,1,"Smartphone","female",34,2,2,"white/non-hisp","HS",1,7,"$50,000 to $59,999",2,6,"AL",3,6,1,1,1,"1",4,4,"#NULL!","1","1","#NULL!",2,"Having the ability to choose things for yourself and your family. Not having the government choose for you",5,4,5,5,0
4131,0.25024907,"ctrl",0,"United","Freedom","Liberty","Justice","Protection",3,"Liberty",NA,NA,"The state of been free within society of oppressive restrictions imposed by authority of one ways of life of life or behavior or political . The power or scope to act of one pleased","radchange","demsatis","antiest","ampride","trustgov",5,6,6,5,3,4,4,6,"vote","harris",NA,2,1,3,12,NA,4,"11/23/2024 21:13","11/23/2024 21:27",14,2,1,"Smartphone","female",22,1,1,"hisp","HS",5,3,"$25,000 to $29,999",1,3,"FL",3,5,1,1,2,"1",4,4,"#NULL!","#NULL!","#NULL!","#NULL!",4,"The state of been free within society of oppressive restrictions imposed by authority of one ways of life of life or behavior or political . The power or scope to act of one pleased",3,4,5,5,0
4134,0.62523888,"ctrl",1,"Our freedom","Equality","diversity","great opportunity","free religion",1,"Our freedom",NA,NA,"We are not under a dictatorship in our government. We can freely go to any church with out worry that the government will stop us from going. We can go to work and know that the money we earn is our money not the governments money.","ampride","radchange","trustgov","antiest","demsatis",5,5,5,5,5,5,6,5,"vote","trump",NA,1,1,3,1,NA,4,"11/21/2024 8:25","11/21/2024 8:35",11,2,1,"Desktop","female",65,4,6,"white/non-hisp","HS",1,6,"$35,000 to $39,999",2,4,"OH",2,3,0,1,1,"4",3,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"We are not under a dictatorship in our government. We can freely go to any church with out worry that the government will stop us from going. We can go to work and know that the money we earn is our money not the governments money.",3,3,4.5,4.16666666666667,0
4140,1.34689365,"ctrl",1,"Freedom","Equality","Independence","Tolerance","Opportunity",2,"Equality",NA,NA,"That no one is treated differently due to their race, religion, age. That government helps ensure & protect its most vulnerable citizens.","demsatis","radchange","ampride","antiest","trustgov",7,6,6,3,3,4,6,3,"vote","harris",NA,1,1,2,12,NA,2,"11/20/2024 11:14","11/20/2024 11:25",11,2,1,"Smartphone","female",65,4,6,"white/non-hisp","masters",1,5,"$100,000 to $124,999",4,8,"ME",1,1,1,1,1,"1",4,2,"0","0","0","0",2,"That no one is treated differently due to their race, religion, age. That government helps ensure & protect its most vulnerable citizens.",5,4,6,4.33333333333333,0
4142,1.40195092,"kept",1,"Money","Fuel","Guns","Freedom of speech","Supporting veterans",1,"Money","Thinking they are getting prices lowered. How much we get paid. How much things cost. How we keep money for ourselves.",NA,NA,"antiest","radchange","trustgov","ampride","demsatis",7,7,7,7,1,1,1,7,"vote","harris",NA,3,2,3,14,"Spiritual",1,"11/21/2024 21:38","11/21/2024 21:42",4,2,1,"Smartphone","female",27,1,2,"white/non-hisp","HS",5,1,"$85,000 to $99,999",3,7,"PA",1,2,1,1,2,"3",4,3,"#NULL!","#NULL!","#NULL!","#NULL!",3,"Thinking they are getting prices lowered. How much we get paid. How much things cost. How we keep money for ourselves.",1,7,5.5,6.5,0
4143,1.04355484,"brkn",1,"Liberty","Equality","Democracy","Pursuit of happiness","Rule of law",3,"Democracy",NA,"Democracy is supposed to be for the people by the people. Where the majority comes together. Where leaders are public servants. But our system doesn’t feel like this is the case. The current political landscape feels like the leader is worshipped by his followers. Like a monarchy m.",NA,"trustgov","radchange","antiest","demsatis","ampride",7,7,7,2,1,2,1,7,"vote","harris",NA,2,1,3,12,NA,8,"11/19/2024 22:44","11/19/2024 23:04",12,2,1,"Smartphone","female",46,3,4,"white/non-hisp","some coll",5,1,"$60,000 to $74,999",3,6,"FL",3,5,1,1,2,"3",4,1,"0","0","0","0",1,"Democracy is supposed to be for the people by the people. Where the majority comes together. Where leaders are public servants. But our system doesn’t feel like this is the case. The current political landscape feels like the leader is worshipped by his followers. Like a monarchy m.",6,6,6.75,6.58333333333333,0
4149,0.95570621,"ctrl",1,"freedom of speach","freedom of religion","equality","able to persue happiness","little govnmt interferance",1,"freedom of speach",NA,NA,"You may speak your mind and have no censorship. Your freedoms are just as valid as anyone else.  You may speak without interference from the government.","demsatis","radchange","trustgov","ampride","antiest",2,5,4,4,4,4,6,1,"vote","trump",NA,6,5,3,10,NA,1,"11/20/2024 10:48","11/20/2024 10:55",8,2,1,"Desktop","male",73,4,6,"white/non-hisp","bachelors",1,5,"$60,000 to $74,999",3,6,"PA",1,2,1,1,1,"1",3,2,"0","0","0","0",2,"You may speak your mind and have no censorship. Your freedoms are just as valid as anyone else.  You may speak without interference from the government.",4,4,3.75,2.91666666666667,0
4173,0.59748461,"kept",0,"democratic government","justice","freedom","2nd ammendment rights","oppertunity",1,"democratic government","we still hold elections from state gov all the way up to federal govt.   if someone doesnt work out we can not vote for them again.",NA,NA,"trustgov","radchange","demsatis","antiest","ampride",6,7,7,1,5,2,2,6,"vote","trump",NA,7,5,4,12,NA,7,"11/22/2024 11:33","11/22/2024 11:38",5,2,1,"Desktop","male",51,3,4,"white/non-hisp","bachelors",1,1,"$100,000 to $124,999",4,8,"ME",1,1,1,1,1,"1",4,4,"#NULL!","#NULL!","#NULL!","1",3,"we still hold elections from state gov all the way up to federal govt.   if someone doesnt work out we can not vote for them again.",7,6,6.75,6.25,0
4178,1.52104486,"ctrl",0,"Freedom","Fairness","Representation","Opportunity","Family",1,"Freedom",NA,NA,"To do what you want when you want it within the acceptable bounds of society and general common sense","ampride","demsatis","radchange","trustgov","antiest",6,6,4,4,3,3,3,7,"vote","other","Third party",5,4,3,2,NA,4,"11/20/2024 9:43","11/20/2024 9:47",4,2,1,"Smartphone","male",29,1,2,"white/non-hisp","masters",5,1,"$200,000 or more",4,9,"MA",1,1,1,1,2,"3",4,4,"#NULL!","#NULL!","#NULL!","#NULL!",4,"To do what you want when you want it within the acceptable bounds of society and general common sense",4,5,5,5.66666666666667,0
4186,0.43324364,"ctrl",1,"freedom","responsibility","tolerence","unity","cooperation",2,"responsibility",NA,NA,"being held accountable for your
actions/inactions

knowing what is right -- doing what is right

ignorance is not an acceptable excuse for being irresponsible","antiest","trustgov","ampride","radchange","demsatis",5,5,2,4,4,5,7,2,"vote","harris",NA,6,5,3,2,NA,2,"11/25/2024 9:17","11/25/2024 9:41",24,2,1,"Desktop","male",58,3,5,"white/non-hisp","some coll",1,1,"$100,000 to $124,999",4,8,"TX",3,7,1,1,1,"1",2,4,"#NULL!","#NULL!","#NULL!","1",3,"being held accountable for your
actions/inactions

knowing what is right -- doing what is right

ignorance is not an acceptable excuse for being irresponsible",4,3,4,3,0
4191,0.52830045,"kept",0,"The right to live and be safe","The promise of equal,opportunity","providing the best education","farr treatment no matter race, sexual orientation, etc","decency and respect",1,"The right to live and be safe","The US is not living up to this for many people Racism, gun laws. politians have made life so hard for so many people",NA,NA,"demsatis","radchange","antiest","trustgov","ampride",6,5,5,5,3,2,6,3,"vote","harris",NA,3,2,3,12,NA,6,"11/19/2024 17:22","11/19/2024 17:36",14,2,1,"Desktop","female",61,4,5,"black/non-hisp","some coll",3,1,"$60,000 to $74,999",3,6,"TX",3,7,1,1,1,"1",3,3,"#NULL!","#NULL!","#NULL!","#NULL!",3,"The US is not living up to this for many people Racism, gun laws. politians have made life so hard for so many people",3,6,4.75,4.58333333333333,0
4202,1.61528139,"kept",1,"Freedom","Democracy","Individual rights","Check and balance","In God we trust",1,"Freedom","Freedom of speech, meeting, personal choices, worship. Freedom to vote any political party. Free market",NA,NA,"ampride","radchange","trustgov","demsatis","antiest",5,6,7,2,4,2,2,5,"vote","other","JFK jr",4,3,3,1,NA,8,"11/19/2024 20:40","11/19/2024 20:52",12,2,1,"Smartphone","female",56,3,5,"asian/non-hisp","masters",1,1,"$200,000 or more",4,9,"KS",2,4,1,1,1,"1",4,6,"0","0","0","3",3,"Freedom of speech, meeting, personal choices, worship. Freedom to vote any political party. Free market",6,6,6,5.66666666666667,0
4204,0.30535139,"ctrl",1,"Freedom of speech","Freedom of Religon","Equal opportunity All","Honest elections","Freedom of Press",2,"Freedom of Religon",NA,NA,"The right to worship the God of your choice.  No national religion.  This country was founded on Christian values by our forefathers.  Many are currently trying to change that.","radchange","antiest","trustgov","ampride","demsatis",5,6,5,4,5,2,2,1,"vote","trump",NA,5,4,4,1,NA,7,"11/19/2024 20:03","11/19/2024 20:11",9,2,1,"Desktop","male",76,4,7,"white/non-hisp","some coll",1,1,"$85,000 to $99,999",3,7,"WI",2,3,0,1,1,"1",1,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"The right to worship the God of your choice.  No national religion.  This country was founded on Christian values by our forefathers.  Many are currently trying to change that.",4,6,5,4,0
4210,1.1118668,"kept",1,"integrity","opportunity","freedom","education","religious freedom",1,"integrity","Although this is sadly lacking this is what our nation needs throughout not only our government leaders but all Americans as well. This is what Americans are looking for in its leaders in all areas!",NA,NA,"demsatis","ampride","antiest","radchange","trustgov",5,5,5,5,5,4,6,5,"vote","trump",NA,5,4,5,1,NA,9,"11/19/2024 19:36","11/19/2024 19:42",6,2,1,"Desktop","male",72,4,6,"white/non-hisp","masters",1,1,"$40,000 to $49,999",2,5,"TN",3,6,1,1,1,"1",3,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"Although this is sadly lacking this is what our nation needs throughout not only our government leaders but all Americans as well. This is what Americans are looking for in its leaders in all areas!",3,4,4.5,4.5,0
4211,1.51207664,"ctrl",0,"Freedom of religion","Opportunity","Equality","Free Speech","Freedom of assembly",4,"Free Speech",NA,NA,"the ability to express one's opinions, thoughts, ideas without the fear of censorship, retaliation, or legal persecution.  It gives one the ability to express ones ideas verbally or in writing without government intervention.","antiest","radchange","demsatis","trustgov","ampride",6,6,6,1,4,3,2,6,"no vote",NA,NA,7,5,1,1,NA,4,"11/19/2024 19:20","11/19/2024 19:31",9,2,1,"Desktop","female",76,4,7,"white/non-hisp","masters",4,5,"$25,000 to $29,999",1,3,"PA",1,2,1,1,1,"1",2,2,"0","0","0","0",2,"the ability to express one's opinions, thoughts, ideas without the fear of censorship, retaliation, or legal persecution.  It gives one the ability to express ones ideas verbally or in writing without government intervention.",7,5,6.25,5.75,0
4216,0.42439436,"ctrl",0,"Freedom","Fairness","Equality","Transparency","Protection",1,"Freedom",NA,NA,"The ability to speak, to preach, to have opinions about anything as long as it does not cause or incite violence or threats.
There should not be any ""cancellation"" as it goes against this very principle.","trustgov","ampride","demsatis","radchange","antiest",7,7,3,3,1,2,2,5,"no vote",NA,NA,4,3,3,11,NA,1,"11/20/2024 10:45","11/20/2024 10:51",6,2,1,"Desktop","male",33,2,2,"white/non-hisp","bachelors",3,1,"$125,000 to $149,999",4,8,"NC",3,5,1,1,2,"3",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"The ability to speak, to preach, to have opinions about anything as long as it does not cause or incite violence or threats.
There should not be any ""cancellation"" as it goes against this very principle.",5,6,5.5,5.5,0
4235,0.99766918,"brkn",1,"equal rights","justice for all","merit","universal health care","tolerance",1,"equal rights",NA,".still have systemic discrimination in housing, jobs, education
. police and courts are biased
. death penalty applied unequally
. rich bend government to their benefit",NA,"radchange","trustgov","demsatis","antiest","ampride",5,4,2,5,3,4,6,4,"vote","harris",NA,2,1,3,10,NA,1,"11/19/2024 18:24","11/19/2024 18:33",9,2,1,"Desktop","male",84,4,7,"white/non-hisp","masters",1,5,"$100,000 to $124,999",4,8,"OR",4,9,1,1,1,"1",1,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,".still have systemic discrimination in housing, jobs, education
. police and courts are biased
. death penalty applied unequally
. rich bend government to their benefit",3,4,3.5,3.83333333333333,0
4237,0.54399311,"ctrl",0,"Pursuit of life","Liberty","Justice for all","Happiness","Prosperity",3,"Justice for all",NA,NA,"Justice means equality and fairness for all people regardless of their sex, creed, race, ethnicity or security orientation","ampride","antiest","trustgov","demsatis","radchange",5,5,4,4,4,3,3,4,"vote","trump",NA,4,3,3,1,NA,2,"11/22/2024 14:46","11/22/2024 14:50",4,2,1,"Desktop","male",38,2,3,"white/non-hisp","some coll",5,1,"$60,000 to $74,999",3,6,"WI",2,3,0,1,1,"1",4,5,"1","1","1","#NULL!",2,"Justice means equality and fairness for all people regardless of their sex, creed, race, ethnicity or security orientation",4,5,4.5,4.5,0
4245,0.62872315,"ctrl",1,"freedom from goverment","equality","religous freedom","freedom to vote","peace",4,"freedom to vote",NA,NA,"all people have the right to vote for who they want to govern the country and pass laws we all must follow to live in peace","trustgov","demsatis","radchange","ampride","antiest",5,5,5,2,5,1,6,7,"vote","harris",NA,1,1,3,3,NA,6,"11/26/2024 12:15","11/26/2024 12:25",10,2,1,"Desktop","female",77,4,7,"white/non-hisp","bachelors",5,4,"$60,000 to $74,999",3,6,"NM",4,8,0,1,1,"1",4,1,"#NULL!","#NULL!","#NULL!","#NULL!",1,"all people have the right to vote for who they want to govern the country and pass laws we all must follow to live in peace",6,7,5.25,6.41666666666667,0
4249,0.753703,"brkn",1,"Freedom for the people","Immigration should be illegal","President needs to tell the truth","Healthcare should be for everyone","Drugs need to be off the streets",1,"Freedom for the people",NA,"Freedom of speech is not for everyone. Police beat on people for nothing. Mental people get killed everyday",NA,"trustgov","radchange","demsatis","antiest","ampride",7,7,7,1,2,1,1,7,"no vote",NA,NA,6,5,3,11,NA,1,"11/19/2024 22:56","11/19/2024 23:01",5,2,1,"Smartphone","male",19,1,1,"multi/non-hisp","less HS",5,1,"$10,000 to $14,999",1,2,"NY",1,2,0,1,2,"3",2,4,"#NULL!","#NULL!","#NULL!","#NULL!",4,"Freedom of speech is not for everyone. Police beat on people for nothing. Mental people get killed everyday",7,7,7,7,0
4258,0.45425636,"kept",0,"Honor","Integrity","Morals","Loyalty","Courage",5,"Courage","Have by the ability to stand up for those who need help. Doing the right thing when no one is around.",NA,NA,"demsatis","radchange","trustgov","ampride","antiest",5,4,4,4,5,2,1,7,"no vote",NA,NA,5,4,4,11,NA,1,"11/19/2024 16:54","11/19/2024 16:57",3,2,1,"Smartphone","male",43,2,3,"hisp","some coll",3,1,"$50,000 to $59,999",2,6,"WA",4,9,1,1,1,"1",4,1,"#NULL!","#NULL!","#NULL!","#NULL!",1,"Have by the ability to stand up for those who need help. Doing the right thing when no one is around.",4,6,4.25,5.75,0
